"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Phloem",14,12,0.0101468276958112,"Reject","arabidopsis_thaliana","Root"
"Phloem parenchyma",14,4,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle",14,3,1,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle cell",14,6,1,"Fail","arabidopsis_thaliana","Root"
"Phloem/Pericycle",14,6,0.711815614519771,"Fail","arabidopsis_thaliana","Root"
"Pholem",14,14,0.110267330940522,"Fail","arabidopsis_thaliana","Root"
"Photosynthetic cell",14,2,1,"Fail","arabidopsis_thaliana","Root"
"Primary phloem",14,7,1,"Fail","arabidopsis_thaliana","Root"
"Primary xylem",14,6,1,"Fail","arabidopsis_thaliana","Root"
"Proliferating cell",14,6,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem",14,19,1.7633187628582e-07,"Reject","arabidopsis_thaliana","Root"
"Protophloem sieve element",14,16,2.0478106877042e-09,"Reject","arabidopsis_thaliana","Root"
"Protoxylem",14,4,1,"Fail","arabidopsis_thaliana","Root"
"Quiescent center",14,5,0.582460048509849,"Fail","arabidopsis_thaliana","Root"
"Root cap",14,5,1,"Fail","arabidopsis_thaliana","Root"
"Root cortex",14,7,1,"Fail","arabidopsis_thaliana","Root"
"Root endodermis",14,3,1,"Fail","arabidopsis_thaliana","Root"
"Root epidermis",14,6,1,"Fail","arabidopsis_thaliana","Root"
"Root hair",14,3,1,"Fail","arabidopsis_thaliana","Root"
"Root hair cell",14,0,1,"Fail","arabidopsis_thaliana","Root"
"Root initial cell",14,5,1,"Fail","arabidopsis_thaliana","Root"
"Root meristem",14,0,1,"Fail","arabidopsis_thaliana","Root"
"Root procambium",14,7,0.781243478554499,"Fail","arabidopsis_thaliana","Root"
"Root stele",14,9,1,"Fail","arabidopsis_thaliana","Root"
"S phase",14,1,1,"Fail","arabidopsis_thaliana","Root"
"Sieve element",14,16,3.72319336770368e-09,"Reject","arabidopsis_thaliana","Root"
"Stem cell niche",14,2,1,"Fail","arabidopsis_thaliana","Root"
"Xylem",14,6,0.781243478554499,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle",14,5,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle cell",14,2,1,"Fail","arabidopsis_thaliana","Root"
