"reference_cell_types","query_clusters","number_OMGs","p_value","negative_log10_p_value","significant"
"arabidopsis_thaliana Leaf Leaf pavement cell",6,18,0.0111560726939496,1.95248866449578,"Yes"
"arabidopsis_thaliana Leaf Leaf preprocambium",6,5,1,0,"No"
"arabidopsis_thaliana Leaf Leaf vascular system",6,9,1,0,"No"
"arabidopsis_thaliana Leaf Meristematic cell",6,8,1,0,"No"
"arabidopsis_thaliana Leaf Mesophyll",6,5,0.875211750882765,0.0578868599899833,"No"
"arabidopsis_thaliana Leaf Mesophyll cell",6,5,0.67984663555131,0.167589047361211,"No"
"arabidopsis_thaliana Leaf Myrosinase cell",6,13,0.435721048189709,0.360791460280328,"No"
"arabidopsis_thaliana Leaf Palisade mesophyll",6,1,1,0,"No"
"arabidopsis_thaliana Leaf Phloem",6,11,0.999925899743873,3.21825247247585e-05,"No"
"arabidopsis_thaliana Leaf Phloem parenchyma",6,5,1,0,"No"
"arabidopsis_thaliana Leaf Phloem parenchyma cell",6,6,1,0,"No"
"arabidopsis_thaliana Leaf Proliferating cell",6,5,1,0,"No"
"arabidopsis_thaliana Leaf S phase",6,1,1,0,"No"
"arabidopsis_thaliana Leaf Sieve element",6,4,1,0,"No"
"arabidopsis_thaliana Leaf Spongy mesophyll",6,13,0.0805884771159883,1.09372705103231,"No"
"arabidopsis_thaliana Leaf Spongy mesophyll cell",6,5,1,0,"No"
"arabidopsis_thaliana Leaf Stomatal initial cell",6,9,0.724175139831762,0.140156388134309,"No"
"arabidopsis_thaliana Leaf Stress response",6,9,0.915919380926012,0.0381427511791123,"No"
"arabidopsis_thaliana Leaf Tracheary element",6,0,1,0,"No"
"arabidopsis_thaliana Leaf Vascular tissue",6,11,1,0,"No"
"arabidopsis_thaliana Leaf Xylem",6,17,0.247795503232674,0.605906579069544,"No"
"arabidopsis_thaliana Leaf Young guard cell",6,9,0.888021912422047,0.0515763176374268,"No"
"arabidopsis_thaliana Root Columella",6,8,0.273081480538363,0.56370775124332,"No"
"arabidopsis_thaliana Root Columella root cap",6,12,0.138374329763646,0.858944469677123,"No"
"arabidopsis_thaliana Root Columella root cap cell",6,6,0.928924714813471,0.0320194822022382,"No"
"arabidopsis_thaliana Root Companion cell",6,3,1,0,"No"
"arabidopsis_thaliana Root Cortex",6,23,0.00316685958951492,2.49937119171198,"Yes"
"arabidopsis_thaliana Root Early sieve element",6,4,1,0,"No"
"arabidopsis_thaliana Root Epidermal cell layer of the emerging lateral root",6,18,0.000219192262396805,3.65917478074279,"Yes"
"arabidopsis_thaliana Root Explant vasculature and callus founder cell",6,18,0.0662302436151572,1.17894364748182,"No"
"arabidopsis_thaliana Root G1/G0 phase",6,0,1,0,"No"
"arabidopsis_thaliana Root G2/M phase",6,4,1,0,"No"
"arabidopsis_thaliana Root Lateral root cap",6,11,0.277335449543575,0.556994614528972,"No"
"arabidopsis_thaliana Root Lateral root cap like cell",6,7,1,0,"No"
"arabidopsis_thaliana Root Lateral root primordia",6,0,1,0,"No"
"arabidopsis_thaliana Root Meristematic cell",6,0,1,0,"No"
"arabidopsis_thaliana Root Metaphloem",6,0,1,0,"No"
"arabidopsis_thaliana Root Metaphloem sieve element",6,2,1,0,"No"
"arabidopsis_thaliana Root Metaxylem",6,18,0.0582634132956528,1.23460407631589,"No"
"arabidopsis_thaliana Root Non-hair",6,2,1,0,"No"
"arabidopsis_thaliana Root Non-hair root epidermal cell",6,14,0.0177660394786616,1.750409377162,"Yes"
"arabidopsis_thaliana Root Pericycle",6,7,0.99693664993504,0.00133243793484556,"No"
"arabidopsis_thaliana Root Pericycle cell",6,7,1,0,"No"
"arabidopsis_thaliana Root Phloem",6,3,1,0,"No"
"arabidopsis_thaliana Root Phloem parenchyma",6,13,0.783025409717055,0.106224144556552,"No"
"arabidopsis_thaliana Root Phloem pole pericycle",6,10,0.318092951240124,0.497445954506079,"No"
"arabidopsis_thaliana Root Phloem pole pericycle cell",6,9,1,0,"No"
"arabidopsis_thaliana Root Phloem/Pericycle",6,3,1,0,"No"
"arabidopsis_thaliana Root Pholem",6,8,1,0,"No"
"arabidopsis_thaliana Root Photosynthetic cell",6,2,0.964289273541684,0.0157926641703991,"No"
"arabidopsis_thaliana Root Primary phloem",6,10,0.647877655200987,0.188506998277014,"No"
"arabidopsis_thaliana Root Primary xylem",6,13,0.105105602598081,0.978374133519043,"No"
"arabidopsis_thaliana Root Proliferating cell",6,5,1,0,"No"
"arabidopsis_thaliana Root Protophloem",6,7,0.885822125762823,0.0526534762563913,"No"
"arabidopsis_thaliana Root Protophloem sieve element",6,2,1,0,"No"
"arabidopsis_thaliana Root Protoxylem",6,3,1,0,"No"
"arabidopsis_thaliana Root Quiescent center",6,5,1,0,"No"
"arabidopsis_thaliana Root Root cap",6,20,0.0031438725787498,2.50253506424435,"Yes"
"arabidopsis_thaliana Root Root cortex",6,27,3.33376346936954e-05,4.47706521662309,"Yes"
"arabidopsis_thaliana Root Root endodermis",6,10,0.971068540310249,0.0127501154802513,"No"
"arabidopsis_thaliana Root Root epidermis",6,29,1.43044477704245e-09,8.84452890366695,"Yes"
"arabidopsis_thaliana Root Root hair",6,28,1.80424037499983e-09,8.74370560283529,"Yes"
"arabidopsis_thaliana Root Root hair cell",6,6,0.00324297642105105,2.48905620897262,"Yes"
"arabidopsis_thaliana Root Root initial cell",6,6,1,0,"No"
"arabidopsis_thaliana Root Root meristem",6,0,1,0,"No"
"arabidopsis_thaliana Root Root procambium",6,8,0.727971244571235,0.137885775317022,"No"
"arabidopsis_thaliana Root Root stele",6,16,0.0998073740064747,1.00083737081669,"No"
"arabidopsis_thaliana Root S phase",6,1,1,0,"No"
"arabidopsis_thaliana Root Sieve element",6,2,1,0,"No"
"arabidopsis_thaliana Root Stem cell niche",6,4,1,0,"No"
"arabidopsis_thaliana Root Xylem",6,9,0.36314427332086,0.439920800145736,"No"
"arabidopsis_thaliana Root Xylem pole pericycle",6,8,1,0,"No"
"arabidopsis_thaliana Root Xylem pole pericycle cell",6,12,1,0,"No"
"arabidopsis_thaliana Seed Columella initial cell",6,4,0.725142860419373,0.139576424629255,"No"
"arabidopsis_thaliana Seed Dividing protoderm",6,14,0.311675255388532,0.506297675986872,"No"
"arabidopsis_thaliana Seed Hypocotyl",6,1,1,0,"No"
"arabidopsis_thaliana Seed Plant embryo cotyledon",6,0,1,0,"No"
"arabidopsis_thaliana Seed Radicle",6,20,0.000410789839312778,3.38638030700506,"Yes"
"arabidopsis_thaliana Seed Shoot meristem initial cell",6,1,1,0,"No"
"arabidopsis_thaliana Seed Suspensor",6,3,0.895114604267071,0.0481213570702059,"No"
"arabidopsis_thaliana Seed Vascular initial cell",6,2,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Companion cell",6,7,1,0,"No"
"arabidopsis_thaliana Shoot axis apex G2/M phase",6,5,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Guard cell",6,18,0.0749349802589354,1.12531540276693,"No"
"arabidopsis_thaliana Shoot axis apex Mesophyll",6,3,0.623470872548912,0.205183831177845,"No"
"arabidopsis_thaliana Shoot axis apex S phase",6,0,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Shoot apical meristem",6,10,1,0,"No"
"arabidopsis_thaliana Shoot axis apex Shoot system epidermis",6,14,0.0916908191341207,1.03767414741613,"No"
"arabidopsis_thaliana Shoot axis apex Vascular tissue",6,11,0.954708331561788,0.0201292874115069,"No"
"arabidopsis_thaliana Stem Companion cell",6,6,1,0,"No"
"arabidopsis_thaliana Stem G2/M-phase cell",6,4,1,0,"No"
"arabidopsis_thaliana Stem Guard cell",6,2,1,0,"No"
"arabidopsis_thaliana Stem Leaf guard cell",6,11,0.227712116475626,0.642613860124848,"No"
"arabidopsis_thaliana Stem Mesophyll cell",6,2,0.964289273541684,0.0157926641703991,"No"
"arabidopsis_thaliana Stem Proliferating cell",6,3,1,0,"No"
"arabidopsis_thaliana Stem S-phase cell",6,7,0.27516611378283,0.560405049736139,"No"
"arabidopsis_thaliana Stem Shoot apical meristem",6,2,1,0,"No"
"arabidopsis_thaliana Stem Shoot parenchyma",6,8,0.928831510824216,0.0320630594786326,"No"
"arabidopsis_thaliana Stem Shoot system cortex",6,9,1,0,"No"
"arabidopsis_thaliana Stem Shoot system endodermis",6,12,0.484900633389599,0.314347248597554,"No"
"arabidopsis_thaliana Stem Shoot system epidermis",6,7,0.313164413431157,0.504227595045019,"No"
"arabidopsis_thaliana Stem Shoot system vascular system",6,8,0.978505707727671,0.0094366367127739,"No"
"arabidopsis_thaliana Stem Sieve element",6,5,1,0,"No"
"arabidopsis_thaliana Stem Xylem",6,17,0.266160994094407,0.574855590073899,"No"
"brassica_rapa Leaf Bundle sheath",6,13,0.406451868294056,0.390990875831107,"No"
"brassica_rapa Leaf Bundle sheath cell",6,4,1,0,"No"
"brassica_rapa Leaf Leaf epidermis",6,11,0.227712116475626,0.642613860124848,"No"
"brassica_rapa Leaf Leaf guard cell",6,10,0.0711321456301358,1.14793409104524,"No"
"brassica_rapa Leaf Leaf lamina epidermis",6,7,0.352766347504085,0.452512851517448,"No"
"brassica_rapa Leaf Leaf vascular system",6,9,0.535789141199298,0.271006092454225,"No"
"brassica_rapa Leaf Meristematic cell",6,4,1,0,"No"
"brassica_rapa Leaf Mesophyll",6,0,1,0,"No"
"brassica_rapa Leaf Mesophyll cell",6,2,0.906824046847107,0.0424769719216373,"No"
"brassica_rapa Leaf Phloem",6,2,1,0,"No"
"brassica_rapa Leaf Proliferating cell",6,5,1,0,"No"
"brassica_rapa Leaf Vascular tissue",6,15,0.364663555895629,0.438107637465738,"No"
"brassica_rapa Leaf Xylem",6,12,0.0393071126405777,1.40552885672224,"Yes"
"catharanthus_roseus Leaf Idioblast cell",6,17,0.0677310883433849,1.1692119458357,"No"
"catharanthus_roseus Leaf Leaf epidermis",6,14,0.266038405979633,0.575055662989156,"No"
"catharanthus_roseus Leaf Leaf guard cell",6,9,0.939077771262496,0.0272984394362083,"No"
"catharanthus_roseus Leaf Leaf lamina epidermis",6,8,0.211543271777078,0.674600783032075,"No"
"catharanthus_roseus Leaf Leaf vascular system",6,5,1,0,"No"
"catharanthus_roseus Leaf Meristematic cell",6,10,1,0,"No"
"catharanthus_roseus Leaf Mesophyll",6,4,0.725142860419373,0.139576424629255,"No"
"catharanthus_roseus Leaf Mesophyll cell",6,1,1,0,"No"
"catharanthus_roseus Leaf Phloem parenchyma",6,11,1,0,"No"
"catharanthus_roseus Leaf Phloem parenchyma cell",6,4,0.928831510824216,0.0320630594786326,"No"
"catharanthus_roseus Leaf Proliferating cell",6,3,1,0,"No"
"catharanthus_roseus Leaf Vascular tissue",6,14,0.938205446709663,0.0277020501043955,"No"
"fragaria_vesca Leaf Abaxial epidermis",6,10,0.717762592438418,0.144019179495273,"No"
"fragaria_vesca Leaf Adaxial epidermis",6,16,0.346944290644032,0.459740254915863,"No"
"fragaria_vesca Leaf Hydathode",6,10,0.0863131067310987,1.06392325122815,"No"
"fragaria_vesca Leaf Hydathodes",6,18,0.0190074797968869,1.721075462454,"Yes"
"fragaria_vesca Leaf Leaf lamina abaxial epidermis",6,5,1,0,"No"
"fragaria_vesca Leaf Leaf lamina adaxial epidermis",6,13,0.0496440632490905,1.304132679743,"Yes"
"fragaria_vesca Leaf Meristematic cell",6,10,1,0,"No"
"fragaria_vesca Leaf Mesophyll",6,1,1,0,"No"
"fragaria_vesca Leaf Mesophyll cell",6,0,1,0,"No"
"fragaria_vesca Leaf Phloem",6,4,1,0,"No"
"fragaria_vesca Leaf Xylem",6,19,0.0504571669027925,1.29707713814317,"No"
"fragaria_vesca Leaf Xylem parenchyma",6,22,0.0325493988564812,1.48745702785536,"Yes"
"fragaria_vesca Leaf Xylem parenchyma cell",6,7,1,0,"No"
"glycine_max Flower Cortex",6,2,1,0,"No"
"glycine_max Flower Epidermis",6,6,0.541222810848346,0.266623907534883,"No"
"glycine_max Flower Flower meristem",6,4,1,0,"No"
"glycine_max Flower Mesophyll cell",6,2,1,0,"No"
"glycine_max Flower Procambium",6,4,0.783025409717055,0.106224144556552,"No"
"glycine_max Flower Proliferating cell",6,1,1,0,"No"
"glycine_max Leaf Bundle sheath cell",6,5,1,0,"No"
"glycine_max Leaf Companion cell",6,2,1,0,"No"
"glycine_max Leaf Hydathode",6,6,1,0,"No"
"glycine_max Leaf Leaf guard cell",6,1,1,0,"No"
"glycine_max Leaf Leaf lamina epidermis",6,3,1,0,"No"
"glycine_max Leaf Leaf senescing cell",6,7,0.474090997031253,0.324138291837281,"No"
"glycine_max Leaf Leaf vascular system",6,2,1,0,"No"
"glycine_max Leaf Mesophyll cell",6,6,0.590660985207225,0.228661714547329,"No"
"glycine_max Leaf Proliferating cell",6,3,1,0,"No"
"glycine_max Root Pericycle cell",6,4,1,0,"No"
"glycine_max Root Phloem",6,6,1,0,"No"
"glycine_max Root Phloem fiber cell",6,1,1,0,"No"
"glycine_max Root Proliferating cell",6,3,1,0,"No"
"glycine_max Root Root cap",6,4,1,0,"No"
"glycine_max Root Root cortex",6,7,0.809471875654831,0.0917982358051078,"No"
"glycine_max Root Root endodermis",6,5,1,0,"No"
"glycine_max Root Root epidermis",6,9,0.299528543575,0.52356178520641,"No"
"glycine_max Root Root hair cell",6,10,0.183407178130672,0.736583671056749,"No"
"glycine_max Root Root nodule",6,3,1,0,"No"
"glycine_max Root Root procambium",6,4,1,0,"No"
"glycine_max Root Root vascular system",6,8,0.766785351212043,0.115326192544816,"No"
"glycine_max Root Xylem",6,11,0.0896766761384853,1.04732049721802,"No"
"glycine_max Seed Embryo epidermal cell",6,4,0.783025409717055,0.106224144556552,"No"
"glycine_max Seed Endosperm",6,3,0.986126282022215,0.00606746632282217,"No"
"glycine_max Seed Inner integument",6,1,1,0,"No"
"glycine_max Seed Outer integument",6,7,0.142656366359704,0.845708842210943,"No"
"glycine_max Seed Plant embryo",6,6,0.124445744811239,0.905019948686504,"No"
"glycine_max Seed Proliferating cell",6,1,1,0,"No"
"glycine_max Seed Seed coat",6,10,0.541119267639034,0.266707001864252,"No"
"glycine_max Seed Seed coat endothelium",6,3,1,0,"No"
"glycine_max Seed Seed coat epidermis",6,7,0.513082674355247,0.289812650242202,"No"
"glycine_max Seed Suspensor",6,4,0.885822125762823,0.0526534762563913,"No"
"glycine_max Stem Companion cell",6,11,0.180763343562097,0.742889634163479,"No"
"glycine_max Stem Guard cell",6,2,1,0,"No"
"glycine_max Stem Mesophyll cell",6,4,1,0,"No"
"glycine_max Stem Phloem",6,1,1,0,"No"
"glycine_max Stem Proliferating cell",6,3,1,0,"No"
"glycine_max Stem Shoot apical meristem",6,3,1,0,"No"
"glycine_max Stem Shoot apical meristem epidermis layer",6,5,0.513538535030634,0.289426962148017,"No"
"glycine_max Stem Shoot parenchyma",6,10,0.234172353125088,0.630464379946692,"No"
"glycine_max Stem Shoot system cortex",6,1,1,0,"No"
"glycine_max Stem Shoot system vascular system",6,1,1,0,"No"
"glycine_max Stem Stem cortex",6,14,0.0373500223155631,1.42770913437005,"Yes"
"glycine_max Stem Stem endodermis",6,7,0.809471875654831,0.0917982358051078,"No"
"glycine_max Stem Stem epidermis",6,6,0.541222810848346,0.266623907534883,"No"
"glycine_max Stem Stem pith",6,9,0.648288609188339,0.188231609139205,"No"
"glycine_max Stem Stem trichome",6,8,0.417575319001167,0.379265178440577,"No"
"glycine_max Stem Xylem",6,16,0.00213197225763718,2.67121845088068,"Yes"
"gossypium_bickii Leaf Companion cell",6,8,0.80013794519863,0.0968351334154584,"No"
"gossypium_bickii Leaf Leaf guard cell",6,11,0.159519723908575,0.797185610694192,"No"
"gossypium_bickii Leaf Leaf lamina epidermis",6,16,0.00115329078184115,2.9380611792383,"Yes"
"gossypium_bickii Leaf Mesophyll cell",6,3,0.835244101322467,0.0781865827621438,"No"
"gossypium_bickii Leaf Phloem parenchyma cell",6,4,1,0,"No"
"gossypium_bickii Leaf Xylem",6,14,0.0373500223155631,1.42770913437005,"Yes"
"gossypium_bickii Seed Companion cell",6,11,1,0,"No"
"gossypium_bickii Seed Leaf epidermis",6,22,0.00754383163529737,2.12240801283134,"Yes"
"gossypium_bickii Seed Leaf guard cell",6,10,0.030439855078586,1.51655741953353,"Yes"
"gossypium_bickii Seed Mesophyll",6,15,0.390638077771179,0.408225425769355,"No"
"gossypium_bickii Seed Phloem parenchyma",6,5,1,0,"No"
"gossypium_bickii Seed Pigment gland",6,19,0.0572625963176251,1.24212896471723,"No"
"gossypium_bickii Seed Procambium",6,2,1,0,"No"
"gossypium_bickii Seed Xylem",6,23,0.00660288322663769,2.18026638324726,"Yes"
"gossypium_hirsutum Flower Anther wall endothecium",6,3,1,0,"No"
"gossypium_hirsutum Flower Anther wall middle layer",6,10,0.183407178130672,0.736583671056749,"No"
"gossypium_hirsutum Flower Anther wall tapetum",6,5,0.412927584892182,0.3841261038865,"No"
"gossypium_hirsutum Flower Connective",6,1,1,0,"No"
"gossypium_hirsutum Flower Developing male gametophytes",6,1,1,0,"No"
"gossypium_hirsutum Flower Flower vascular system",6,8,0.527420051596382,0.277843363105113,"No"
"gossypium_hirsutum Flower Microspore nuclei",6,0,1,0,"No"
"gossypium_hirsutum Flower Outer pigment layer",6,14,0.0373500223155631,1.42770913437005,"Yes"
"gossypium_hirsutum Flower Ovule fiber cell",6,3,1,0,"No"
"gossypium_hirsutum Leaf Guard cell",6,17,0.00264856225842344,2.57698981386602,"Yes"
"gossypium_hirsutum Leaf Leaf lamina epidermis",6,4,1,0,"No"
"gossypium_hirsutum Leaf Leaf vascular system",6,5,1,0,"No"
"gossypium_hirsutum Leaf Mesophyll cell",6,5,1,0,"No"
"gossypium_hirsutum Leaf Proliferating cell",6,4,0.885822125762823,0.0526534762563913,"No"
"manihot_esculenta Leaf Bundle sheath cell",6,6,1,0,"No"
"manihot_esculenta Leaf Companion cell",6,17,0.0592867345760344,1.22704246928168,"No"
"manihot_esculenta Leaf Leaf guard cell",6,6,1,0,"No"
"manihot_esculenta Leaf Leaf lamina epidermis",6,10,0.234172353125088,0.630464379946692,"No"
"manihot_esculenta Leaf Leaf procambium",6,5,1,0,"No"
"manihot_esculenta Leaf Leaf vascular system",6,20,0.0195301594376255,1.7092942112642,"Yes"
"manihot_esculenta Leaf Palisade mesophyll cell",6,1,1,0,"No"
"manihot_esculenta Leaf Sieve element",6,9,0.888021912422047,0.0515763176374268,"No"
"manihot_esculenta Leaf Spongy mesophyll cell",6,2,1,0,"No"
"manihot_esculenta Leaf Xylem",6,5,1,0,"No"
"manihot_esculenta Root Metaxylem",6,30,4.12101049839216e-06,5.38499627909638,"Yes"
"manihot_esculenta Root Pericycle cell",6,10,1,0,"No"
"manihot_esculenta Root Phloem",6,7,1,0,"No"
"manihot_esculenta Root Root apical meristem",6,16,0.417928091121277,0.378898436683736,"No"
"manihot_esculenta Root Root cortex",6,7,1,0,"No"
"manihot_esculenta Root Root endodermis",6,3,1,0,"No"
"manihot_esculenta Root Root epidermis",6,11,0.204059472378958,0.69024324060436,"No"
"manihot_esculenta Root Root exodermis",6,17,0.0126076956266931,1.89936428440744,"Yes"
"manihot_esculenta Root Root hair cell",6,19,0.0164806009165839,1.78302695708074,"Yes"
"manihot_esculenta Root Root vascular system",6,0,1,0,"No"
"manihot_esculenta Root Xylem",6,12,0.0167805189956078,1.77519461124016,"Yes"
"manihot_esculenta Tuberous root Meristematic cell",6,22,0.317022357014858,0.498910109435847,"No"
"manihot_esculenta Tuberous root Metaxylem",6,20,0.458963189485491,0.338222145060564,"No"
"manihot_esculenta Tuberous root Pericycle",6,12,0.484900633389599,0.314347248597554,"No"
"manihot_esculenta Tuberous root Phloem",6,4,1,0,"No"
"manihot_esculenta Tuberous root Phloem parenchyma",6,14,0.876220218951569,0.0573867296127804,"No"
"manihot_esculenta Tuberous root Root cortex",6,7,1,0,"No"
"manihot_esculenta Tuberous root Root epidermis",6,9,1,0,"No"
"manihot_esculenta Tuberous root Root exodermis",6,8,1,0,"No"
"manihot_esculenta Tuberous root Root hair",6,24,0.00151494903002169,2.8196019786156,"Yes"
"manihot_esculenta Tuberous root Root procambium",6,8,1,0,"No"
"manihot_esculenta Tuberous root Vascular bundle",6,4,1,0,"No"
"manihot_esculenta Tuberous root Xylem",6,20,0.0491119250518567,1.30881304239022,"Yes"
"medicago_truncatula Root Cortex",6,7,1,0,"No"
"medicago_truncatula Root Nodule apex",6,14,0.0916908191341207,1.03767414741613,"No"
"medicago_truncatula Root Nodule parenchyma",6,7,1,0,"No"
"medicago_truncatula Root Non-hair",6,4,1,0,"No"
"medicago_truncatula Root Pericycle",6,8,1,0,"No"
"medicago_truncatula Root Phloem",6,3,1,0,"No"
"medicago_truncatula Root Root apical meristem",6,9,1,0,"No"
"medicago_truncatula Root Root cap",6,8,1,0,"No"
"medicago_truncatula Root Root cortex",6,17,0.00843878218331431,2.07372022271408,"Yes"
"medicago_truncatula Root Root endodermis",6,6,1,0,"No"
"medicago_truncatula Root Root epidermis",6,4,1,0,"No"
"medicago_truncatula Root Root hair",6,22,3.89940048490118e-06,5.40900215864357,"Yes"
"medicago_truncatula Root Root hair cell",6,11,0.00721516703970793,2.14175361001974,"Yes"
"medicago_truncatula Root Root nodule",6,1,1,0,"No"
"medicago_truncatula Root Root stele",6,4,1,0,"No"
"medicago_truncatula Root Root vascular system",6,3,1,0,"No"
"medicago_truncatula Root Stem cell niche",6,17,0.00843878218331431,2.07372022271408,"Yes"
"medicago_truncatula Root Xylem",6,16,0.0394225478409073,1.40425531111975,"Yes"
"nicotiana_attenuata Corolla Chlorenchyma",6,1,1,0,"No"
"nicotiana_attenuata Corolla Epidermis",6,2,0.514775156982412,0.288382420287058,"No"
"nicotiana_attenuata Corolla Parenchyma",6,6,1,0,"No"
"nicotiana_attenuata Corolla Pollen",6,2,1,0,"No"
"nicotiana_attenuata Corolla Vascular tissue",6,9,1,0,"No"
"oryza_sativa Inflorescence Branch meristem",6,2,0.964289273541684,0.0157926641703991,"No"
"oryza_sativa Inflorescence Cryptic bract",6,1,1,0,"No"
"oryza_sativa Inflorescence Floret meristem",6,2,1,0,"No"
"oryza_sativa Inflorescence Inflorescence axis",6,3,1,0,"No"
"oryza_sativa Inflorescence Inflorescence meristem",6,1,1,0,"No"
"oryza_sativa Inflorescence Lodicule",6,0,1,0,"No"
"oryza_sativa Inflorescence Rudimentary glume",6,0,1,0,"No"
"oryza_sativa Inflorescence Spikelet",6,4,1,0,"No"
"oryza_sativa Inflorescence Spikelet floret",6,4,1,0,"No"
"oryza_sativa Inflorescence Spikelet identity cell",6,12,0.431389507115386,0.365130422648652,"No"
